user_id	contacts
9995809	{"contacts": [687041]}
9998512	{"contacts": [3443446, 1149222]}
9999347	{"contacts": [2928883]}
9999470	{"contacts": [8270634]}
10000394	{"contacts": [8193451]}
10001110	{"contacts": [9585001]}
10001138	{"contacts": [7673288, 685234]}
10002423	{"contacts": [4323567]}
10002489	{"contacts": [9299518, 771323, 1970313]}
10002763	{"contacts": [1181247]}
10003671	{"contacts": [1726092]}
10003832	{"contacts": [6190976]}
10004226	{"contacts": [4316645, 5914566, 3333034]}
10004764	{"contacts": [8988974, 4089941]}
10006058	{"contacts": [6346863, 7539462, 7574530, 9130585, 8562244, 4738573, 5644647, 10076646]}
10006571	{"contacts": [9311973]}
10007398	{"contacts": [6439950]}
10007581	{"contacts": [3419137, 7313277, 2107607, 1813339, 2178297]}
10007902	{"contacts": [1359016, 10015953]}
10008186	{"contacts": [8877146]}
10008222	{"contacts": [2248817]}
10008291	{"contacts": [9891976, 8543187]}
10009117	{"contacts": [5768051, 7259879, 6572394]}
10009515	{"contacts": [9498843]}
10010210	{"contacts": [968324]}
10010380	{"contacts": [7062976]}
10011733	{"contacts": [8500561, 10301541]}
10012265	{"contacts": [5804248]}
10012752	{"contacts": [74729]}
10012938	{"contacts": [2864715]}
10014071	{"contacts": [3997638, 114008]}
10014593	{"contacts": [9576925, 4396535]}
10014598	{"contacts": [5839570]}
10014657	{"contacts": [5935586]}
10015323	{"contacts": [8141848, 3157421, 4142331, 2970738, 623371, 393974]}
10015558	{"contacts": [9895288, 10018795]}
10016420	{"contacts": [10029819, 8563287]}
10016659	{"contacts": [4280254, 6346488, 1939827, 10795482]}
10017210	{"contacts": [7741222]}
10017452	{"contacts": [4893936, 32230, 316712, 337348, 10295094, 2653353, 5022199]}
10017961	{"contacts": [6347779, 2242288, 8243617, 5926929, 2687725]}
10018915	{"contacts": [5334466]}
10019279	{"contacts": [6042321, 3158921, 6716852, 10011257, 4140061, 7743021]}
10020328	{"contacts": [3728157]}
10021601	{"contacts": [3204899, 2385694, 5692434, 8951906, 6900576]}
10021760	{"contacts": [9302982]}
10022120	{"contacts": [4615872]}
10022789	{"contacts": [8825189, 5630865]}
10023694	{"contacts": [8484373]}
10023832	{"contacts": [6924618]}
10024176	{"contacts": [7807357, 823330, 7085396, 3278894]}
10024605	{"contacts": [3158921, 3880260]}
10026274	{"contacts": [10459859]}
10026306	{"contacts": [4742190, 3364556]}
10028770	{"contacts": [2433256]}
10029476	{"contacts": [871096]}
10030196	{"contacts": [4277747]}
10030720	{"contacts": [3686126, 10200937]}
10031429	{"contacts": [3761361, 2713974]}
10032326	{"contacts": [2706291]}
10032427	{"contacts": [7866190, 5935287, 4182051, 5661544]}
10032849	{"contacts": [5755662, 365869, 910086, 9205654]}
10033396	{"contacts": [9661432, 399262]}
10033551	{"contacts": [10382083]}
10034699	{"contacts": [6656060, 2926912]}
10035630	{"contacts": [7563692]}
10035854	{"contacts": [10617156]}
10036936	{"contacts": [3091864]}
10037476	{"contacts": [743920, 3856650, 7456411]}
10038541	{"contacts": [376383, 2969509, 10332836, 8592940]}
10038872	{"contacts": [5162295, 902699, 10994947]}
10039415	{"contacts": [662763]}
10039950	{"contacts": [9407785]}
10040241	{"contacts": [6346756, 6782818]}
10041195	{"contacts": [10315986]}
10041459	{"contacts": [3195448, 8610550]}
10042841	{"contacts": [9471675]}
10043215	{"contacts": [3778704, 8524131, 7116984, 5107097, 5706381]}
10043727	{"contacts": [5018770]}
10044058	{"contacts": [6822552]}
10044622	{"contacts": [8988522, 2810621, 4583939, 5764790, 4625297, 9925122, 7661606, 4491506]}
10045955	{"contacts": [3412629, 7012673, 7184227]}
10046333	{"contacts": [6069182, 2549339]}
10046393	{"contacts": [8841565, 6527064, 3620783]}
10047020	{"contacts": [1623614, 4005353]}
10048238	{"contacts": [10881792, 1173791, 7654848, 5365239, 4222308]}
10048304	{"contacts": [2603930, 2650430]}
10051300	{"contacts": [7225837]}
10051584	{"contacts": [10081175]}
10051652	{"contacts": [2664946, 4454214, 10635186, 3879288, 4218757, 9257825]}
10052467	{"contacts": [8016051]}
10052528	{"contacts": [2341686]}
10055220	{"contacts": [438478]}
10055653	{"contacts": [4786768]}
10056729	{"contacts": [5048471]}
10057281	{"contacts": [5463954, 2322329]}
10057291	{"contacts": [8523706]}
10057450	{"contacts": [1053189, 6423617]}
10058642	{"contacts": [8139720, 6216035, 6817795, 4778887, 10384987, 2492547]}
10059899	{"contacts": [7089317]}
10060456	{"contacts": [4522323]}
10061351	{"contacts": [7133408, 9250417]}
10061471	{"contacts": [4288664, 6840568]}
10065577	{"contacts": [2254143]}
10067947	{"contacts": [2786246]}
10068142	{"contacts": [4733492, 197597]}
10069660	{"contacts": [3416012, 1405026, 6719003, 9779947, 5091494]}
10069753	{"contacts": [1664520, 7078363]}
10070184	{"contacts": [941353, 8622018]}
10073222	{"contacts": [5455374, 6687774, 2317272]}
10073434	{"contacts": [7845039, 7669001]}
10073671	{"contacts": [844522]}
10074371	{"contacts": [8026660]}
10076646	{"contacts": [6346863, 10006058]}
10076859	{"contacts": [9420365]}
10077672	{"contacts": [4493317, 7172156, 8670213]}
10078693	{"contacts": [7443965]}
10081262	{"contacts": [6925314, 10046213, 2153293]}
10081748	{"contacts": [9164640, 10712277]}
10081820	{"contacts": [2274975, 4478646]}
10081904	{"contacts": [9310003]}
10082125	{"contacts": [2833750]}
10082556	{"contacts": [1738966, 5120552]}
10083009	{"contacts": [3312177, 10385477]}
10083530	{"contacts": [2968859, 4477916]}
10083916	{"contacts": [2995087, 3003038, 2150472, 976442, 3928230]}
10086285	{"contacts": [3723166]}
10086299	{"contacts": [10269577, 6847201, 9224804]}
10086385	{"contacts": [2476715]}
10086895	{"contacts": [4629510]}
10086964	{"contacts": [1881362]}
10088781	{"contacts": [8349116]}
10088840	{"contacts": [7845039, 7051288, 1809860, 1273065]}
10089654	{"contacts": [2290033, 9423756, 9135030, 9545882]}
10089680	{"contacts": [10853046, 10678443]}
10090953	{"contacts": [9624802]}
10091081	{"contacts": [7732347]}
10092833	{"contacts": [2215828]}
10093532	{"contacts": [1739890]}
10093719	{"contacts": [6169795, 928882, 2793321]}
10094645	{"contacts": [857021]}
10096093	{"contacts": [138405, 5608105]}
10096120	{"contacts": [7748156]}
10097667	{"contacts": [10163864, 5764790, 4752624]}
10098167	{"contacts": [3443783]}
10098540	{"contacts": [589853]}
10098974	{"contacts": [943255, 652829]}
10099739	{"contacts": [7973627]}
10101421	{"contacts": [3042082]}
10101482	{"contacts": [5270340]}
10101940	{"contacts": [5082554]}
10104509	{"contacts": [10714456]}
10107577	{"contacts": [6564001]}
10108171	{"contacts": [1166206]}
10108647	{"contacts": [10874983]}
10108848	{"contacts": [6576555]}
10109122	{"contacts": [2950301, 6517492]}
10109164	{"contacts": [1270163]}
10110691	{"contacts": [2515994, 9886497, 3883566]}
10111591	{"contacts": [9672420, 2726749]}
10112028	{"contacts": [5447232]}
10115617	{"contacts": [10673856]}
10115634	{"contacts": [5827111]}
10116517	{"contacts": [7590339, 1133085]}
10116596	{"contacts": [2360317]}
10116743	{"contacts": [6740946]}
10117432	{"contacts": [8968597]}
10118720	{"contacts": [6526686, 7171021, 7171890, 264229]}
10118932	{"contacts": [4703554]}
10121216	{"contacts": [740370]}
10122639	{"contacts": [9578480, 4913024]}
10125061	{"contacts": [8108767]}
10126797	{"contacts": [209887]}
10127384	{"contacts": [10277582, 356759]}
10128366	{"contacts": [850049, 6477191]}
10130842	{"contacts": [5137464]}
10131664	{"contacts": [3029291]}
10133643	{"contacts": [3176336, 7664366, 924282, 7127239, 260598, 5733066]}
10134124	{"contacts": [10808060]}
10136270	{"contacts": [5618821]}
10136347	{"contacts": [2788753]}
10137337	{"contacts": [10203009]}
10137528	{"contacts": [8132394, 3906991]}
10137597	{"contacts": [1352592, 4630757, 5811635, 2877550]}
10137816	{"contacts": [4378672, 10909668, 2689785]}
10138278	{"contacts": [1111796]}
10138897	{"contacts": [7766451]}
10142327	{"contacts": [2845095]}
10143989	{"contacts": [1557316]}
10146034	{"contacts": [166298]}
10146098	{"contacts": [1566783]}
10147881	{"contacts": [9883540]}
10149551	{"contacts": [10407308]}
10150197	{"contacts": [1924639]}
10151390	{"contacts": [4976821, 1502563]}
10152009	{"contacts": [6332655]}
10153269	{"contacts": [6923811]}
10153866	{"contacts": [6428066, 7323152]}
10155809	{"contacts": [287039, 3088978]}
10156315	{"contacts": [606227]}
10157917	{"contacts": [5290083]}
10159360	{"contacts": [42, 10452923, 5157867, 8101328, 443765, 3983461, 7516759, 5751589, 4284247, 5175732, 9590809]}
10159681	{"contacts": [7529502, 43897, 2858250, 5234456, 1714160, 10556372, 2022327, 4686546, 129722, 2343181, 7655244, 9716580, 1513967, 10350435, 9475798, 6595182]}
10159748	{"contacts": [10747856, 476876, 7331699, 7628826, 8517358, 7089177]}
10160647	{"contacts": [8438409, 10554090]}
10160911	{"contacts": [8195845, 7203962]}
10161026	{"contacts": [7520511]}
10161056	{"contacts": [4352406, 391082]}
10161164	{"contacts": [3685554, 7969299, 9540724]}
10161951	{"contacts": [7512552, 3692615, 5182072, 1944264, 7846754, 1974706, 5621056]}
10162374	{"contacts": [4568935, 3685760, 5453036, 9892160, 6792965]}
10162424	{"contacts": [8218261]}
10163335	{"contacts": [10532848, 8495589]}
10163594	{"contacts": [6345716]}
10163864	{"contacts": [6042450, 2222015, 6348087, 9006272, 816775, 10097667]}
10164026	{"contacts": [9868085, 498550]}
10164174	{"contacts": [9886340, 3249948, 2107425]}
10164860	{"contacts": [6396301]}
10165003	{"contacts": [1932275, 1149318]}
10165596	{"contacts": [4015885, 5941310]}
10166470	{"contacts": [3434287, 6086046, 8486749, 6178264, 6517520]}
10166757	{"contacts": [7661606]}
10166831	{"contacts": [4864676]}
10167074	{"contacts": [9879704, 3995039, 4879359, 9882025, 2236448, 7244986, 46424, 7276678, 10219757, 99750, 10607089]}
10168877	{"contacts": [759258]}
10169032	{"contacts": [7305626, 2340992]}
10169196	{"contacts": [4864676, 3982007, 740801, 5456000, 7817583, 8112041, 10762507, 9003436, 10473731, 5770963, 2534918, 3714397, 1652003, 8132394, 9606234, 4609217, 1384216, 6119221]}
10170311	{"contacts": [7230624, 1359900]}
10170393	{"contacts": [7810463, 2805502, 3690225, 8114533]}
10170761	{"contacts": [6344376, 6639752, 11008941]}
10172381	{"contacts": [1035053, 6966234, 1393022, 10986908]}
10172557	{"contacts": [3983461, 3192988]}
10172578	{"contacts": [8696427, 10595801, 6234897]}
10172955	{"contacts": [2816032]}
10172995	{"contacts": [1625139, 10762404, 2541935]}
10173055	{"contacts": [9280770, 450917, 1051388, 3172679, 4057688, 9659870]}
10173095	{"contacts": [1354426, 8274113]}
10173375	{"contacts": [6947074]}
10173389	{"contacts": [10755224]}
10173393	{"contacts": [8405677, 4495101]}
10173710	{"contacts": [4584163, 5179584, 2940453]}
10174200	{"contacts": [5960483]}
10175638	{"contacts": [10050817]}
10175911	{"contacts": [6654721]}
10176043	{"contacts": [2821819]}
10176059	{"contacts": [6676822]}
10176431	{"contacts": [6934138]}
10177044	{"contacts": [9929409, 6411602]}
10177183	{"contacts": [4898161, 1769852]}
10177328	{"contacts": [10919224]}
10177767	{"contacts": [3788647]}
10178515	{"contacts": [885857, 8550457, 9449173]}
10178909	{"contacts": [756511, 6690942, 6725310]}
10179319	{"contacts": [7514285, 10173766, 2567582]}
10179619	{"contacts": [6340957, 8562491]}
10179700	{"contacts": [10771003, 9338264]}
10179711	{"contacts": [6974742, 3158434, 80576]}
10179782	{"contacts": [3411326, 8709789, 2605058, 8232347, 9733519]}
10180076	{"contacts": [10792277, 3228979]}
10180307	{"contacts": [297466, 8112162]}
10180708	{"contacts": [1330141, 8112599, 9092343]}
10180842	{"contacts": [3413818, 10514993, 6203253]}
10181003	{"contacts": [5806563, 80781]}
10181223	{"contacts": [8397596, 2277168]}
10181475	{"contacts": [6956013, 4622830, 4053488, 10617156]}
10181620	{"contacts": [1035053, 1628270, 1351931, 8131938, 6987451, 1697961, 6118605, 2339758, 2131744]}
10182161	{"contacts": [6067253, 80781]}
10182804	{"contacts": [9607854, 9983238, 3873114]}
10182886	{"contacts": [59518, 9147612]}
10183405	{"contacts": [2236844, 5220589, 3602989]}
10183535	{"contacts": [9571196, 6042321, 5753552, 2818485, 1650971, 1092272, 8210898, 7924446, 6194711, 6497430, 5345886]}
10183915	{"contacts": [3108484, 2827367, 8428114, 2544761, 5789378, 1077404, 5499900, 2263766, 7565777, 9995552]}
10184001	{"contacts": [10166968, 8469348]}
10184201	{"contacts": [6644500, 4018778]}
10184414	{"contacts": [4274833, 1036178, 13441, 9892804, 314107, 4938579]}
10184699	{"contacts": [9291780, 3113968, 1739755, 376137]}
10184711	{"contacts": [787350]}
10184721	{"contacts": [773204]}
10184905	{"contacts": [7244969, 7316718]}
10185425	{"contacts": [5759394, 5904675]}
10185480	{"contacts": [4570199, 776621]}
10186978	{"contacts": [1636656]}
10186998	{"contacts": [176541]}
10187192	{"contacts": [456690, 8574246]}
10187425	{"contacts": [10514768]}
10187806	{"contacts": [7253947, 9474243]}
10187878	{"contacts": [8131216, 10568646]}
10188460	{"contacts": [8709182]}
10188546	{"contacts": [1334146, 575704, 8274746]}
10188577	{"contacts": [3101200]}
10189107	{"contacts": [3391751, 8988522, 2810621, 10481328, 9078537, 3019782]}
10190048	{"contacts": [5478049]}
10190091	{"contacts": [2241540]}
10190335	{"contacts": [7226062, 8164713, 2006976, 358377, 9162426]}
10190844	{"contacts": [1150719, 10367610, 6250398]}
10191326	{"contacts": [4593868]}
10191527	{"contacts": [6925317, 3395033, 6931384, 2810621, 6092382, 7893393, 7182438]}
10191633	{"contacts": [7555235, 321169, 1982630, 2954742]}
10191702	{"contacts": [1035354, 9594747]}
10192251	{"contacts": [8154468]}
10192638	{"contacts": [8990579, 8124856]}
10193942	{"contacts": [10460003, 4905186]}
10193946	{"contacts": [8436419]}
10194070	{"contacts": [9297050]}
10194969	{"contacts": [9580746, 2667179]}
10195266	{"contacts": [176, 1967760, 4627724]}
10196373	{"contacts": [4613396]}
10196855	{"contacts": [1345109, 1142541]}
10197092	{"contacts": [484976]}
10197630	{"contacts": [7234212, 7531492, 5600464]}
10197691	{"contacts": [3727882, 9909390]}
10198287	{"contacts": [1356462, 1239096]}
10198902	{"contacts": [4570199, 6059376, 5809844, 1702808, 3797335, 10910023, 2705061]}
10199678	{"contacts": [1665929]}
10200265	{"contacts": [8690218, 4897954, 1952453, 1174752, 3838655, 1260412]}
10200937	{"contacts": [5746694, 5746949, 8689556, 2213513, 7808514, 10455248, 739719, 3076, 5455470, 9280679, 3983912, 1036776, 3984808, 2216649, 5173, 5753679, 449387, 3103784, 1335016, 3104146, 5754655, 10461015, 1040851, 10755322, 7227207, 7227306, 5462420, 6934302, 3106835, 9876060, 10463435, 5463078, 10170193, 9879011, 9879125, 1930926, 7232478, 8703962, 16359, 6940548, 1639123, 9882806, 5764790, 6059438, 6059469, 5471463, 7825636, 8120038, 4883303, 6062394, 3412629, 4591153, 5770259, 4593518, 6360150, 6950570, 6362117, 1944807, 4008045, 6951995, 5480303, 10775125, 766048, 9894676, 4895107, 9897521, 3128520, 3424874, 5782724, 9314218, 2249828, 9903769, 5196496, 2840642, 314697, 8732058, 9320450, 9321545, 3729860, 5496874, 10791236, 46280, 6381806, 318137, 8444029, 1966651, 6682062, 6977001, 9627534, 9922041, 2563922, 794637, 6099233, 1680267, 1680857, 9043552, 1683239, 9634882, 10810719, 8165387, 3751162, 1688032, 10519003, 9352560, 1699434, 3174187, 9649164, 5236173, 6121194, 80863, 8774515, 4950051, 7011240, 2004298, 5834839, 4657388, 9367288, 1714724, 4661915, 1420839, 1428950, 3198242, 7026439, 543784, 6731526, 7323150, 5264075, 9090240, 1434961, 9386275, 3206055, 10855687, 5562334, 7035240, 7624510, 2913693, 4976129, 1735232, 352957, 3802276, 117488, 9983278, 5276727, 3217430, 1448280, 121274, 858323, 4102683, 8518298, 5578675, 128448, 2342754, 2638434, 3229322, 6763015, 8823760, 576514, 1462721, 9413412, 10883623, 7651555, 7357615, 6475104, 1172795, 4712959, 10596399, 6774820, 10305094, 1769542, 9130267, 7071855, 7366279, 369564, 6780861, 10311769, 2072826, 2368064, 6492029, 3551479, 3551734, 10614642, 6793057, 10030720, 8565481, 2972589, 9742862, 7391985, 4744975, 6808995, 2099478, 6225828, 10639729, 5352182, 2705061, 5064885, 7718134, 9199685, 10377471, 7734846, 6558654, 2437369, 5683550, 8634948, 6282942, 9226219, 2161128, 10108739, 8642283, 4522217, 4229969, 3641678, 5714003, 3372798, 9853112]}
10200998	{"contacts": [4872359, 9689318]}
10201807	{"contacts": [444070, 1698150, 98839, 3496654, 10942453]}
10203853	{"contacts": [9278221, 8694273, 5463735, 1932885, 10470887, 1645389, 4010731, 8425400, 5786116, 4675005, 1259482]}
10203989	{"contacts": [356002, 8821560]}
10204508	{"contacts": [6672269]}
10205122	{"contacts": [7537047, 1724011, 612267]}
10206779	{"contacts": [3588410, 7739360]}
10206816	{"contacts": [5752936]}
10207727	{"contacts": [6453636, 9699397]}
10207944	{"contacts": [9170333]}
10208075	{"contacts": [1918452, 9280066, 10164809, 9871441, 8140917, 5493779, 4941274]}
10208088	{"contacts": [5786927]}
10209240	{"contacts": [8748582]}
10209695	{"contacts": [4593868]}
10212473	{"contacts": [10826524]}
10212798	{"contacts": [7564256, 6492029]}
10213962	{"contacts": [8418629]}
10215551	{"contacts": [1946417, 1360143]}
10215912	{"contacts": [8703783, 9683029, 2449895]}
10217180	{"contacts": [3998469]}
10217427	{"contacts": [3687325, 2259036]}
10217485	{"contacts": [1336623, 3778704, 4103229, 872434]}
10217551	{"contacts": [6366227]}
10218749	{"contacts": [5764002, 7426457]}
10218813	{"contacts": [3442311, 3158141]}
10219382	{"contacts": [4285596, 8480979, 4070680, 2951375, 6203865]}
10222622	{"contacts": [2215828, 7313532]}
10223474	{"contacts": [2682397]}
10224418	{"contacts": [743623, 10491853, 2903940, 10364992]}
10224429	{"contacts": [8102179, 1035605, 1953472]}
10224781	{"contacts": [9714598]}
10224929	{"contacts": [7306528, 8788262]}
10225171	{"contacts": [1760690]}
10225440	{"contacts": [2679641, 10080232]}
10230516	{"contacts": [8173621]}
10233394	{"contacts": [4279608, 9873349, 5764790, 1096470]}
10233962	{"contacts": [8984602, 6926285, 303671, 5772532, 7865653, 9671982, 2942488, 9177126, 3600146, 8606227]}
10234737	{"contacts": [6662748, 5191134, 5808970, 3778704, 872434]}
10235130	{"contacts": [3133363]}
10235771	{"contacts": [2132216]}
10235946	{"contacts": [8444835, 1968494]}
10236082	{"contacts": [10301541]}
10236338	{"contacts": [8993115, 9959757]}
10236853	{"contacts": [6940584, 9027403, 10301541, 7408034]}
10237071	{"contacts": [7529502, 9302019, 506116, 5825636, 628657]}
10238065	{"contacts": [13983, 7550213]}
10238825	{"contacts": [6643791, 1346761, 4632992]}
10238836	{"contacts": [4709685]}
10238883	{"contacts": [6390042]}
10239132	{"contacts": [5895766]}
10239486	{"contacts": [5526158]}
10239662	{"contacts": [2810621, 8117860]}
10239679	{"contacts": [6367576, 7893393, 5294072]}
10240150	{"contacts": [4604717, 1178343]}
10240373	{"contacts": [1546179]}
10240770	{"contacts": [3784008, 6731526, 7660326, 6785493]}
10243312	{"contacts": [10536540]}
10244467	{"contacts": [7834759, 826363, 2913811, 6278240]}
10245270	{"contacts": [3421665]}
10245516	{"contacts": [6050325, 6384123, 9978524]}
10245623	{"contacts": [5790350, 9946591, 9184211]}
10247128	{"contacts": [5541020]}
10249114	{"contacts": [5764790, 4657388, 870299, 7952988]}
10252242	{"contacts": [4295449, 6158393]}
10252257	{"contacts": [882131]}
10252475	{"contacts": [6354149, 212478]}
10253910	{"contacts": [2842232, 9474891]}
10254150	{"contacts": [455839, 1346661]}
10254220	{"contacts": [6725849]}
10254636	{"contacts": [9197476, 1561715]}
10255144	{"contacts": [1392984]}
10257182	{"contacts": [2839203, 786353, 5006731]}
10257453	{"contacts": [2612190]}
10258281	{"contacts": [451373, 7570197, 1393189]}
10259157	{"contacts": [10749450, 468717, 4016910, 2947138]}
10259187	{"contacts": [6944572, 1757355]}
10260560	{"contacts": [631338]}
10260720	{"contacts": [2017836]}
10261591	{"contacts": [9338350, 6526686]}
10263194	{"contacts": [8714553, 9324991, 7109813]}
10263692	{"contacts": [2832879]}
10266966	{"contacts": [6073227]}
10267566	{"contacts": [5762255]}
10268635	{"contacts": [5167867, 8996559, 4895107]}
10268767	{"contacts": [2345305]}
10269577	{"contacts": [10751764, 5239238, 10086299]}
10269868	{"contacts": [492094, 2587913, 3860469]}
10270163	{"contacts": [8188273, 1901261]}
10270753	{"contacts": [6357931]}
10271349	{"contacts": [10894847]}
10274057	{"contacts": [4365728]}
10276103	{"contacts": [6726754]}
10277549	{"contacts": [5481055]}
10278358	{"contacts": [300364, 10538634]}
10278819	{"contacts": [3783935]}
10279851	{"contacts": [1722144]}
10280334	{"contacts": [7265089]}
10280558	{"contacts": [2852871, 3611897, 2773632]}
10280619	{"contacts": [10277355]}
10281852	{"contacts": [5481717]}
10282564	{"contacts": [3249129]}
10282980	{"contacts": [8239643, 8273262, 1518477]}
10283150	{"contacts": [8636357]}
10284608	{"contacts": [7945312]}
10285337	{"contacts": [5032961, 6270919]}
10285565	{"contacts": [2354127]}
10285658	{"contacts": [3104771]}
10286151	{"contacts": [4740537, 8573406]}
10286647	{"contacts": [2214781, 3771237, 10276889]}
10287671	{"contacts": [2519643]}
10288065	{"contacts": [9280071]}
10288513	{"contacts": [9475300]}
10288708	{"contacts": [6492721]}
10289022	{"contacts": [4280991, 6357695]}
10289734	{"contacts": [3569424, 5938783]}
10291264	{"contacts": [1385783, 7298741, 2302355, 1786587, 3269527, 2979707]}
10291779	{"contacts": [1051816, 6208486]}
10291922	{"contacts": [4712091]}
10292012	{"contacts": [9865905, 3695186, 7254590, 4044826, 6425009, 6431823]}
10292710	{"contacts": [4436525]}
10293924	{"contacts": [6955755, 3743069, 9942989, 7633965]}
10296540	{"contacts": [856508, 7656225, 4776715]}
10296924	{"contacts": [4299414]}
10296955	{"contacts": [8512437]}
10297185	{"contacts": [5322164]}
10297837	{"contacts": [1858591]}
10298719	{"contacts": [3786129]}
10299022	{"contacts": [1743222]}
10299309	{"contacts": [3096435, 486167, 9413735, 5308283, 1499264, 8276173]}
10299422	{"contacts": [2973717]}
10300694	{"contacts": [3412975, 7866096]}
10300760	{"contacts": [7233436, 4333939]}
10301658	{"contacts": [2313417, 2946935, 9194175, 2157564]}
10301876	{"contacts": [10027361]}
10301965	{"contacts": [6712107, 6732794]}
10302226	{"contacts": [7513169, 447999, 3120802, 7834759, 3773756, 6424712, 4972633, 7655244, 7416987, 402491, 7756563, 255478]}
10302305	{"contacts": [4866139, 5448691]}
10303854	{"contacts": [1978153]}
10304702	{"contacts": [1930104, 1670244, 5805632]}
10305397	{"contacts": [448193]}
10305754	{"contacts": [10975516]}
10306012	{"contacts": [6103065, 5286286, 2046977]}
10306503	{"contacts": [1944807, 8751746, 1165653, 3841248, 4779567]}
10307159	{"contacts": [10617156, 10916204]}
10307261	{"contacts": [3426644]}
10307670	{"contacts": [3991466, 833502, 7741222]}
10308769	{"contacts": [6166617]}
10309085	{"contacts": [4182479]}
10309661	{"contacts": [5753552]}
10309724	{"contacts": [168142]}
10311691	{"contacts": [2803527, 2510426, 8487609, 188985]}
10314189	{"contacts": [8990579, 4955532, 2915752, 6248231, 404465, 2457277]}
10314446	{"contacts": [8401340, 3407766]}
10314719	{"contacts": [5018876]}
10314729	{"contacts": [4378385, 4715188, 166021]}
10315230	{"contacts": [1272997]}
10316657	{"contacts": [10799192, 9092343, 6792557]}
10317433	{"contacts": [8704353]}
10317515	{"contacts": [8237452, 1505609, 4174575]}
10317568	{"contacts": [1363230, 1495060]}
10317881	{"contacts": [4478646]}
10318329	{"contacts": [9691271]}
10318948	{"contacts": [4386772]}
10319409	{"contacts": [8295830]}
10320111	{"contacts": [2548048, 356759, 10922058, 2684476]}
10320598	{"contacts": [10102366]}
10321175	{"contacts": [8221863]}
10323358	{"contacts": [889916]}
10323500	{"contacts": [1202518]}
10323812	{"contacts": [7913273, 10979383]}
10324481	{"contacts": [4920895, 9354934]}
10324500	{"contacts": [8690842, 10874299, 2364273, 4144221, 8878017, 10075599, 999916]}
10324619	{"contacts": [8512886]}
10325798	{"contacts": [6629982, 7471878]}
10325888	{"contacts": [6692283]}
10326155	{"contacts": [3984808, 3761613, 10834199, 4663323, 1727213, 3251094]}
10326330	{"contacts": [1922254]}
10326747	{"contacts": [8150636]}
10327535	{"contacts": [8499738, 1165491]}
10328622	{"contacts": [7190024]}
10328911	{"contacts": [3264530]}
10329217	{"contacts": [56658]}
10332836	{"contacts": [10038541]}
10333005	{"contacts": [307803, 364830]}
10333195	{"contacts": [10301197]}
10333423	{"contacts": [10315630, 8896606, 227833]}
10333558	{"contacts": [8936647, 1318237]}
10333992	{"contacts": [5754699, 6446947, 5608605]}
10334937	{"contacts": [2542293]}
10334991	{"contacts": [3827919, 11008765]}
10335377	{"contacts": [5759016, 1226828, 2702867]}
10336135	{"contacts": [120822, 2652154, 591511, 9133719, 1201311]}
10336961	{"contacts": [9570288]}
10338300	{"contacts": [7864371, 7700836, 5973037]}
10338873	{"contacts": [5310239, 3892438, 3352304]}
10339770	{"contacts": [6765840]}
10339834	{"contacts": [3404838, 10849699, 6479113, 1783561, 9156063]}
10341147	{"contacts": [10429575]}
10341293	{"contacts": [5765591, 6562179, 5392480]}
10341805	{"contacts": [3352888]}
10341991	{"contacts": [4749817]}
10342921	{"contacts": [1869507]}
10343497	{"contacts": [9928527, 2688954]}
10343753	{"contacts": [7962452, 3638706]}
10343770	{"contacts": [6742552, 634195]}
10343822	{"contacts": [8059294]}
10343895	{"contacts": [8992613, 9070798]}
10344045	{"contacts": [9590897, 4107738, 3553077, 10959258]}
10344235	{"contacts": [5758657, 2304698, 5270567, 6452621]}
10344354	{"contacts": [8539206]}
10344471	{"contacts": [9742862]}
10345673	{"contacts": [7551253]}
10345863	{"contacts": [546083, 7937665]}
10346117	{"contacts": [2259459, 8537410]}
10346660	{"contacts": [1708228, 582198, 242868]}
10348198	{"contacts": [2810621, 7956365]}
10348201	{"contacts": [9884071, 5327194, 9161498]}
10348210	{"contacts": [5008533]}
10349490	{"contacts": [7183565]}
10349591	{"contacts": [628058, 4555220]}
10350514	{"contacts": [6255769]}
10350886	{"contacts": [544351, 5703288]}
10351572	{"contacts": [10640029, 7427759]}
10352557	{"contacts": [461346]}
10357457	{"contacts": [4759902, 5699791]}
10357567	{"contacts": [6743825, 5598077, 676075]}
10357950	{"contacts": [1526950]}
10359744	{"contacts": [2155500]}
10360309	{"contacts": [5264479]}
10360428	{"contacts": [6367254, 942332]}
10360460	{"contacts": [4580462, 2623865, 4197588]}
10360645	{"contacts": [5371870, 7799518]}
10361144	{"contacts": [6947891, 2835478]}
10361491	{"contacts": [1632326]}
10363648	{"contacts": [3314545]}
10363705	{"contacts": [8443440, 3457044, 7139756]}
10363935	{"contacts": [5780936, 576317]}
10364992	{"contacts": [10491853, 10224418, 2903940]}
10366177	{"contacts": [7410846]}
10366550	{"contacts": [1340652, 8894046, 3607787]}
10368411	{"contacts": [10925498]}
10368440	{"contacts": [10069594]}
10369824	{"contacts": [6652654, 1095413, 507046, 6133419]}
10370344	{"contacts": [10626050]}
10370611	{"contacts": [6079352, 2880734]}
10371382	{"contacts": [6072756]}
10371486	{"contacts": [1645524, 5810680, 7358540, 1522846]}
10373066	{"contacts": [2196888]}
10373152	{"contacts": [7258730, 864447, 10888243, 883996, 6249275, 986864]}
